Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Pre-demographic dividend,PRE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.616915805,9.452940288,9.043265679,8.89377741,8.826808226,8.871013789,8.546487888,8.05955313,..,7.912870304
Puerto Rico (US),PRI,Rural population (% of total population),SP.RUR.TOTL.ZS,6.1767262,6.143804618,6.101303887,6.048008778,5.9883855,5.94492874,5.888907695,5.822564072,5.74604948,5.65951634
Puerto Rico (US),PRI,Urban population,SP.URB.TOTL,3265455,3201282,3089915,3102944,3085076,3068745,3030506,3017249,3019232,3010436
Puerto Rico (US),PRI,"Population, female",SP.POP.TOTL.FE.IN,1824458,1791510,1731709,1739820,1730716,1722674,1701684,1694231,1695061,1689775
Puerto Rico (US),PRI,"Population, male",SP.POP.TOTL.MA.IN,1655974,1619327,1558981,1562871,1550874,1540037,1518453,1509561,1508234,1501258
Puerto Rico (US),PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.3,7.3,6.7,6.4,6,5.9,5.9,5.8,..,5.9
Puerto Rico (US),PRI,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.86,9.222,9.063,9.194,10.131,10.2,11,10.7,..,10.739
Qatar,QAT,Rural population (% of total population),SP.RUR.TOTL.ZS,1.014473465,0.968987473,0.924431524,0.880830333,0.838208617,0.796591092,0.756002474,0.716467481,0.678010827,0.64065723
Qatar,QAT,Urban population,SP.URB.TOTL,2451983,2521151,2556877,2615415,2770727,2484956,2637243,2637002,2838446,2899790
Qatar,QAT,"Population, female",SP.POP.TOTL.FE.IN,609853,637482,663074,704807,779300,705826,748117,756537,820750,843688
Qatar,QAT,"Population, male",SP.POP.TOTL.MA.IN,1867260,1908338,1917660,1933850,2014848,1799084,1909216,1899495,2037072,2074800
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.969,10.031,9.921,9.979,10.046,9.555,10.099,9.908,..,9.607
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,0.92,0.901,0.877,0.841,1.053,1.053,0.932,0.93,..,1.037
Romania,ROU,Rural population (% of total population),SP.RUR.TOTL.ZS,46.4471828,46.63513568,46.85542884,47.10681648,47.38805275,47.76784879,47.83651675,47.8354253,47.83252211,47.8271115
Romania,ROU,Urban population,SP.URB.TOTL,10551119,10453491,10349358,10246281,10135823,9987863,9936362,9943122,9938846,9885732
Romania,ROU,"Population, female",SP.POP.TOTL.FE.IN,10174312,10111684,10047974,9990504,9931477,9858388,9822455,9828615,9824305,9771204
Romania,ROU,"Population, male",SP.POP.TOTL.MA.IN,9527955,9477031,9425996,9381144,9333773,9263671,9226047,9232447,9227499,9176822
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.4,10.8,10.4,10.3,10.3,10.1,9.4,8,..,9.439
Romania,ROU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.1,13.4,13.6,13.4,15.5,17.5,14.3,12.7,..,13.581
Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,25.62968613,25.53996319,25.45570739,25.377714,25.30677832,25.24831598,25.14551064,25.01949521,24.88808638,24.74933634
Russian Federation,RUS,Urban population,SP.URB.TOTL,107848453,108185415,108385990,108540571,108488280,108200642,107967820,107841558,107811022,107424404
Russian Federation,RUS,"Population, female",SP.POP.TOTL.FE.IN,77749859,77862890,77890854,77910513,77792851,77505719,77230340,77040679,76925937,76553639
Russian Federation,RUS,"Population, male",SP.POP.TOTL.MA.IN,67265601,67430370,67507252,67542778,67452297,67241043,67006593,66785451,66607914,66201785
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,11.5,10.9,10.1,9.8,9.6,8.9,8.6,..,8.624
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.9,12.4,12.5,12.3,14.6,16.7,12.9,12.1,..,12.957
Rwanda,RWA,Rural population (% of total population),SP.RUR.TOTL.ZS,80.87860482,79.75224319,78.45815554,77.0288973,75.49702389,73.89509072,72.21932973,71.14446894,70.11502857,69.08661591
Rwanda,RWA,Urban population,SP.URB.TOTL,2279114,2470643,2690145,2934812,3201519,3486379,3792348,4026637,4260571,4503876
Rwanda,RWA,"Population, female",SP.POP.TOTL.FE.IN,6134976,6276692,6420052,6564443,6709518,6854356,7001645,7152063,7301809,7456953
Rwanda,RWA,"Population, male",SP.POP.TOTL.MA.IN,5784207,5925368,6067944,6211660,6356319,6500904,6649385,6802408,6954758,7112388
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.971,31.666,31.231,30.672,30.021,29.389,28.859,28.348,..,27.737
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.336,6.234,6.206,6.132,6.089,6.185,5.993,5.935,..,5.853
Samoa,WSM,Rural population (% of total population),SP.RUR.TOTL.ZS,80.87353763,81.03428081,81.27587321,81.58526555,81.9483391,82.43275735,82.499205,82.49872002,82.49708849,82.49361259
Samoa,WSM,Urban population,SP.URB.TOTL,38922,38958,38868,38630,38259,37555,37672,37919,38160,38393
Samoa,WSM,"Population, female",SP.POP.TOTL.FE.IN,100171,101318,102629,103948,105251,106258,106942,107591,108225,108833
Samoa,WSM,"Population, male",SP.POP.TOTL.MA.IN,103328,104097,104953,105832,106693,107521,108319,109072,109794,110473
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.279,28.795,28.488,27.957,27.453,26.891,26.101,25.401,..,24.625
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.087,6.1,6.147,6.529,6.496,6.405,6.181,6.157,..,6.181
San Marino,SMR,Rural population (% of total population),SP.RUR.TOTL.ZS,2.900001526,2.900001526,2.900001526,2.900001526,2.900001526,2.896433155,2.885811062,2.868268964,2.843944412,2.812974583
San Marino,SMR,Urban population,SP.URB.TOTL,32141,32844,33521,33658,33762,33260,32781,32889,33011,33012
San Marino,SMR,"Population, female",SP.POP.TOTL.FE.IN,17059,17427,17772,17836,17887,17567,17210,17213,17270,17264
San Marino,SMR,"Population, male",SP.POP.TOTL.MA.IN,16042,16398,16750,16827,16883,16685,16545,16647,16707,16704
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,7.9,6.7,6.8,6.7,6.4,6.2,6.1,5.6,..,5.789
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.6,8.2,7.1,7.2,9.9,9.1,7.8,8.3,..,8.472
Sao Tome and Principe,STP,Rural population (% of total population),SP.RUR.TOTL.ZS,32.47811127,32.34799957,32.21711731,32.08700562,31.95632935,31.82610321,31.62790802,31.39560789,31.12898298,30.82781346
Sao Tome and Principe,STP,Urban population,SP.URB.TOTL,137535,140019,142471,144921,147951,151319,154729,158388,162216,166189
Sao Tome and Principe,STP,"Population, female",SP.POP.TOTL.FE.IN,102149,103800,105427,107058,109133,111464,113700,116054,118458,120885
Sao Tome and Principe,STP,"Population, male",SP.POP.TOTL.MA.IN,101540,103170,104760,106334,108302,110497,112605,114817,117078,119369
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.691,30.564,29.804,29.229,28.643,28.518,28.277,28.185,..,27.837
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.53,6.371,6.219,6.117,6.227,6.196,5.732,5.572,..,5.489
Saudi Arabia,SAU,Rural population (% of total population),SP.RUR.TOTL.ZS,16.87087137,16.69930947,16.52915741,16.36053567,16.19356471,16.028365,15.865057,15.70376117,15.54459798,15.38768789
Saudi Arabia,SAU,Urban population,SP.URB.TOTL,25731955,25804351,25205090,25145200,26443034,25850150,27070606,28410135,29812993,30390197
Saudi Arabia,SAU,"Population, female",SP.POP.TOTL.FE.IN,11509675,11662022,11586701,11674265,12340509,12087819,12633809,13260611,13931115,14214028
Saudi Arabia,SAU,"Population, male",SP.POP.TOTL.MA.IN,19444523,19315333,18609580,18389534,19212001,18696564,19541415,20442120,21369165,21702964
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.553,19.824,19.739,18.075,16.628,15.902,15.217,16.415,..,16.342
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.178,2.174,2.228,2.295,2.46,2.615,2.57,2.34,..,2.329
Senegal,SEN,Rural population (% of total population),SP.RUR.TOTL.ZS,52.94464201,52.06616504,51.09983077,50.05566787,48.94370499,47.77397078,46.5564939,45.30077238,44.76318309,44.23275055
Senegal,SEN,Urban population,SP.URB.TOTL,7074548,7417762,7782216,8167358,8571953,8993775,9433368,9888293,10219907,10557837
Senegal,SEN,"Population, female",SP.POP.TOTL.FE.IN,7506672,7704849,7901276,8096322,8290197,8482181,8674926,8879764,9096833,9317276
Senegal,SEN,"Population, male",SP.POP.TOTL.MA.IN,7527849,7770153,8013222,8256600,8499022,8738686,8976177,9197809,9405151,9614690
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.828,32.801,31.596,30.405,29.931,29.71,29.46,29.423,..,28.931
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.459,6.283,6.119,5.979,6.052,6.307,5.92,5.581,..,5.437
Serbia,SRB,Rural population (% of total population),SP.RUR.TOTL.ZS,39.614613,39.37879181,39.1566391,38.95077515,38.77679825,38.63610077,38.09861865,37.85653508,37.61699702,37.36201272
Serbia,SRB,Urban population,SP.URB.TOTL,4262195,4256129,4248451,4240012,4223866,4193809,4125386,4115875,4108842,4094348
Serbia,SRB,"Population, female",SP.POP.TOTL.FE.IN,3697361,3677427,3656731,3636492,3612250,3578623,3493763,3477760,3461698,3438287
Serbia,SRB,"Population, male",SP.POP.TOTL.MA.IN,3360961,3343431,3325873,3308743,3286876,3255703,3170686,3145423,3124778,3098238
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2,9.2,9.2,9.3,8.9,9.1,9.3,9.2,..,8.692
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.3,14.8,14.6,14.6,16.9,20,16.3,14.7,..,14.228
Seychelles,SYC,Rural population (% of total population),SP.RUR.TOTL.ZS,56.71843675,56.50313556,56.2613331,55.9950696,55.70638528,55.39732039,55.089179,54.90289187,54.71013775,54.51716093
Seychelles,SYC,Urban population,SP.URB.TOTL,40978,41689,42322,42960,43612,44272,53838,54014,54961,56217
Seychelles,SYC,"Population, female",SP.POP.TOTL.FE.IN,43553,43886,44111,44317,44526,44723,53843,53680,54410,55552
Seychelles,SYC,"Population, male",SP.POP.TOTL.MA.IN,51124,51957,52651,53308,53936,54535,66035,66093,66944,68049
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.4,17.2,17.1,16.4,15.8,16.8,13.1,13,..,13.343
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.9,7.8,8.4,8.1,6.8,9.3,7.8,7.3,..,8.103
Sierra Leone,SLE,Rural population (% of total population),SP.RUR.TOTL.ZS,58.77058846,58.28933179,57.79889747,57.29815551,56.78703409,56.2654614,55.73336565,55.19067501,54.63731768,54.07322186
Sierra Leone,SLE,Urban population,SP.URB.TOTL,2970714,3077955,3188109,3301703,3419251,3540137,3663864,3791098,3920253,4050647
Sierra Leone,SLE,"Population, female",SP.POP.TOTL.FE.IN,3618365,3704193,3790821,3878671,3968363,4058933,4149726,4241460,4332051,4420775
Sierra Leone,SLE,"Population, male",SP.POP.TOTL.MA.IN,3586963,3675106,3763742,3853320,3944195,4035669,4127081,4219052,4309971,4399019
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.194,33.808,33.34,32.808,32.196,31.644,31.071,30.601,..,29.512
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.769,10.329,9.676,9.39,9.319,8.996,8.523,8.287,..,8.126
Singapore,SGP,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,Urban population,SP.URB.TOTL,5607283,5612253,5638676,5703569,5685807,5453566,5637022,5917648,6036860,6072360
Singapore,SGP,"Population, female",SP.POP.TOTL.FE.IN,2689295,2711014,2731845,2754201,2742212,2634886,2723972,2858818,2917785,2935942
Singapore,SGP,"Population, male",SP.POP.TOTL.MA.IN,2917988,2901239,2906831,2949368,2943595,2818680,2913050,3058830,3119075,3136418
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,8.9,8.8,8.8,8.5,8.6,7.9,7.4,..,8.49
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.8,5,5,5,5.2,5.8,6.3,6.2,..,5.087
Sint Maarten (Dutch part),SXM,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
Sint Maarten (Dutch part),SXM,Urban population,SP.URB.TOTL,38249,38996,39712,40385,41008,41571,42139,42749,43350,43923
Sint Maarten (Dutch part),SXM,"Population, female",SP.POP.TOTL.FE.IN,19845,20177,20494,20787,21054,21292,21572,21915,22254,22579
Sint Maarten (Dutch part),SXM,"Population, male",SP.POP.TOTL.MA.IN,18404,18819,19218,19598,19954,20279,20567,20834,21096,21344
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.523,10.919,10.456,10.024,9.745,9.47,9.198,9.126,..,8.996
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.69,6.185,6.475,6.879,7.902,8.819,7.981,8.126,..,8.49
Slovak Republic,SVK,Rural population (% of total population),SP.RUR.TOTL.ZS,46.26006729,46.38739818,46.51185031,46.63334413,46.75180011,46.80985201,46.80971689,46.80919498,46.8080297,46.8059658
Slovak Republic,SVK,Urban population,SP.URB.TOTL,2918507,2916114,2913377,2910696,2906727,2897399,2889164,2886527,2884105,2864099
Slovak Republic,SVK,"Population, female",SP.POP.TOTL.FE.IN,2781615,2784791,2787575,2790509,2792564,2786819,2779322,2777110,2775008,2756052
Slovak Republic,SVK,"Population, male",SP.POP.TOTL.MA.IN,2649183,2654441,2659196,2663638,2666263,2660428,2652430,2649630,2647061,2628196
Slovak Republic,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.6,10.7,10.6,10.5,10.4,10.4,9.7,9,..,9.065
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.6,9.9,10,9.8,10.8,13.5,11,10,..,10.296
Slovenia,SVN,Rural population (% of total population),SP.RUR.TOTL.ZS,46.35272598,44.75488663,44.8086569,44.54767227,44.61560822,44.69537106,44.66221821,44.46210722,44.24222916,44.00930022
Slovenia,SVN,Urban population,SP.URB.TOTL,1107839,1141578,1144610,1158058,1164412,1165865,1168776,1177659,1186191,1189733
Slovenia,SVN,"Population, female",SP.POP.TOTL.FE.IN,1040428,1039905,1040686,1043169,1047544,1050160,1051860,1055684,1058467,1056169
Slovenia,SVN,"Population, male",SP.POP.TOTL.MA.IN,1024614,1026483,1033208,1045216,1054875,1057919,1060216,1064777,1068933,1068707
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,9.8,9.4,9.3,8.9,9,8.3,8,..,8.129
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.5,9.9,9.9,9.9,11.4,11,10.6,10.2,..,10.449
Small states,SST,Rural population (% of total population),SP.RUR.TOTL.ZS,49.41762822,49.25948004,49.11659244,48.94899925,48.79082995,48.65992722,48.47771994,48.2506013,48.07240518,47.92983783
Small states,SST,Urban population,SP.URB.TOTL,9444257,9572456,9711063,9849630,9971529,10086550,10228388,10366059,10485949,10581153
Small states,SST,"Population, female",SP.POP.TOTL.FE.IN,9310129,9401474,9499855,9595483,9683468,9769348,9871910,9963912,10047036,10111783
Small states,SST,"Population, male",SP.POP.TOTL.MA.IN,9360916,9464032,9585079,9698214,9788689,9877201,9980454,10067350,10146369,10209172
Small states,SST,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.48206104,18.04478793,17.66039286,17.36278096,17.07889326,16.85726806,16.48528938,16.26800706,..,15.85396636
Small states,SST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.740493813,7.717280716,7.733357534,7.745103426,7.975396136,8.954036403,7.93892192,7.615686683,..,7.752123888
Solomon Islands,SLB,Rural population (% of total population),SP.RUR.TOTL.ZS,75.49525756,74.61694642,73.70531733,72.72489325,71.96724448,71.31106032,70.64883101,69.99111789,69.33828114,68.69068097
Solomon Islands,SLB,Urban population,SP.URB.TOTL,162314,174044,186456,198603,208703,218779,229252,240073,251180,262574
Solomon Islands,SLB,"Population, female",SP.POP.TOTL.FE.IN,323543,334859,346227,355507,363576,372519,381613,390932,400351,409870
Solomon Islands,SLB,"Population, male",SP.POP.TOTL.MA.IN,338836,350813,362874,372640,380922,390072,399453,409073,418847,428775
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.137,30.083,29.147,28.413,27.966,27.699,27.283,26.935,..,26.423
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.431,5.44,5.47,5.547,5.82,5.898,5.194,5.141,..,5.04
"Somalia, Fed. Rep.",SOM,Rural population (% of total population),SP.RUR.TOTL.ZS,54.05715727,51.636037,49.04937847,48.35788293,47.71368199,47.09393503,46.49898841,45.92855645,45.38235345,44.86009371
"Somalia, Fed. Rep.",SOM,Urban population,SP.URB.TOTL,6592219,7214273,7873138,8278733,8706295,9137635,9524195,9926768,10382351,10837605
"Somalia, Fed. Rep.",SOM,"Population, female",SP.POP.TOTL.FE.IN,7161482,7444907,7712226,8000369,8309044,8617767,8882342,9160786,9486361,9809765
"Somalia, Fed. Rep.",SOM,"Population, male",SP.POP.TOTL.MA.IN,7187258,7471722,7740261,8030602,8342147,8653664,8919555,9197829,9522790,9844974
"Somalia, Fed. Rep.",SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.561,46.155,45.67,45.139,44.544,44.094,43.789,42.964,..,41.833
"Somalia, Fed. Rep.",SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.054,14.073,12.391,10.908,10.834,11.3,12.812,9.835,..,9.655
South Africa,ZAF,Rural population (% of total population),SP.RUR.TOTL.ZS,36.72490266,36.66889217,36.62284548,36.5872745,36.56269117,36.54960741,36.52333008,36.41762948,36.30820151,36.1845989
South Africa,ZAF,Urban population,SP.URB.TOTL,36231037,36500987,37147252,37786302,38419145,39023643,39595737,40191932,40767329,41318761
South Africa,ZAF,"Population, female",SP.POP.TOTL.FE.IN,29479001,29730327,30211847,30695653,31181202,31649230,32072567,32461907,32854235,33243194
South Africa,ZAF,"Population, male",SP.POP.TOTL.MA.IN,27780550,27904835,28401154,28892232,29381179,29853373,30305843,30750477,31152952,31504125
South Africa,ZAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.27,20.038,19.85,19.694,19.522,19.354,19.079,18.775,..,18.159
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.069,8.83,8.789,8.75,9.683,11.933,9.402,9.239,..,9.274
South Asia,SAS,Rural population (% of total population),SP.RUR.TOTL.ZS,67.04678601,66.73561238,66.42642049,66.11393355,65.79993461,65.49130313,65.1862479,64.8628345,64.53714128,64.20975799
South Asia,SAS,Urban population,SP.URB.TOTL,512459339,523089292,533539478,544011312,554408168,564143122,573733964,584183689,594848506,605758654
South Asia,SAS,"Population, female",SP.POP.TOTL.FE.IN,757204256,765868612,774069328,782028927,789739060,796585954,803253202,810649482,818164313,825844372
South Asia,SAS,"Population, male",SP.POP.TOTL.MA.IN,797907608,806651815,815095386,823384059,831334357,838199402,844756363,851931097,859220219,866680236
South Asia,SAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.92013255,18.2256855,18.14755741,17.66847823,17.12580432,16.89884872,16.77592297,16.56809981,..,16.17910041
South Asia,SAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.586217854,6.558265484,6.549513558,6.541942902,7.085246181,8.90169968,6.442401072,6.471090127,..,6.491918514
South Asia (IDA & IBRD),TSA,Rural population (% of total population),SP.RUR.TOTL.ZS,67.04678601,66.73561238,66.42642049,66.11393355,65.79993461,65.49130313,65.1862479,64.8628345,64.53714128,64.20975799
South Asia (IDA & IBRD),TSA,Urban population,SP.URB.TOTL,512459339,523089292,533539478,544011312,554408168,564143122,573733964,584183689,594848506,605758654
South Asia (IDA & IBRD),TSA,"Population, female",SP.POP.TOTL.FE.IN,757204256,765868612,774069328,782028927,789739060,796585954,803253202,810649482,818164313,825844372
South Asia (IDA & IBRD),TSA,"Population, male",SP.POP.TOTL.MA.IN,797907608,806651815,815095386,823384059,831334357,838199402,844756363,851931097,859220219,866680236
South Asia (IDA & IBRD),TSA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.92013255,18.2256855,18.14755741,17.66847823,17.12580432,16.89884872,16.77592297,16.56809981,..,16.17910041
South Asia (IDA & IBRD),TSA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.586217854,6.558265484,6.549513558,6.541942902,7.085246181,8.90169968,6.442401072,6.471090127,..,6.491918514
South Sudan,SSD,Rural population (% of total population),SP.RUR.TOTL.ZS,80.92305234,80.65100728,80.37458561,80.09377008,79.80854345,79.51888847,79.2247879,78.92622447,78.62318096,78.3156401
South Sudan,SSD,Urban population,SP.URB.TOTL,2066053,1985043,1986676,2074903,2160176,2225433,2289673,2419980,2553121,2643061
South Sudan,SSD,"Population, female",SP.POP.TOTL.FE.IN,5483257,5207244,5144748,5296090,5434671,5519926,5599435,5834585,6069044,6194568
South Sudan,SSD,"Population, male",SP.POP.TOTL.MA.IN,5346845,5051910,4978229,5127294,5263796,5345854,5421742,5648789,5874364,5994220
South Sudan,SSD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.052,32.802,29.068,29.421,29.441,29.693,29.066,28.59,..,29.348
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,24.844,25.765,12.423,9.302,9.594,10.038,9.906,9.609,..,9.861
Spain,ESP,Rural population (% of total population),SP.RUR.TOTL.ZS,20.63840447,20.53367669,20.44199422,20.36502389,20.30443254,20.2153757,20.04512054,19.871509,19.68480018,19.4850749
Spain,ESP,Urban population,SP.URB.TOTL,36869920,37008446,37218835,37522807,37743362,37852874,38207320,38744151,39233043,39300417
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,23605864,23680197,23798634,23974426,24099378,24144198,24321224,24611600,24866250,24852100
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,22852275,22891035,22983377,23144075,23260046,23299623,23464878,23740928,23982590,23959244
Spain,ESP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.8,8.4,7.9,7.6,7.2,7.1,6.9,6.7,..,6.892
Spain,ESP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.8,9.1,9.1,8.8,10.4,9.5,9.7,9,..,9.548
Sri Lanka,LKA,Rural population (% of total population),SP.RUR.TOTL.ZS,81.02523206,80.84923069,80.67589166,80.50536736,80.33781017,80.17337248,80.01220668,79.85446516,79.70030029,79.54986448
Sri Lanka,LKA,Urban population,SP.URB.TOTL,4024359,4108415,4187534,4250415,4309755,4392788,4433492,4439472,4448882,4504696
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,10926762,11055587,11170638,11242045,11304243,11429255,11445125,11373412,11312992,11372204
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,10282238,10397413,10499362,10560955,10614757,10726745,10735875,10663588,10603008,10655504
Sri Lanka,LKA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.651,15.371,15.15,14.6,13.8,12.9,12.4,11.2,..,13.711
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.493,6.608,6.677,6.7,6,7.4,8.1,8.2,..,7.155
St. Kitts and Nevis,KNA,Rural population (% of total population),SP.RUR.TOTL.ZS,68.71938281,68.68303575,68.639277,68.58781816,68.52837103,68.46064749,68.3843595,68.29921904,68.2049381,68.10122869
St. Kitts and Nevis,KNA,Urban population,SP.URB.TOTL,14725,14735,14742,14749,14751,14749,14767,14823,14894,14968
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,24182,24219,24250,24271,24281,24280,24294,24350,24420,24488
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,22893,22831,22758,22681,22589,22483,22415,22408,22423,22434
St. Kitts and Nevis,KNA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.615,13.376,13.108,12.86,12.575,12.272,11.958,11.745,..,11.461
St. Kitts and Nevis,KNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.672,9.785,9.916,9.985,10.492,12.687,11.658,9.963,..,10.014
St. Lucia,LCA,Rural population (% of total population),SP.RUR.TOTL.ZS,79.183512,78.21627964,77.07387589,75.75230253,74.24756134,72.55565411,70.90232147,70.90236868,70.90266458,70.90342887
St. Lucia,LCA,Urban population,SP.URB.TOTL,36563,38414,40583,43079,45904,48994,52021,52168,52301,52417
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,88199,88629,89056,89470,89863,90113,90348,90686,91001,91291
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,87447,87713,87961,88191,88387,88409,88433,88599,88743,88858
St. Lucia,LCA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.209,12.1,11.979,11.853,11.713,11.572,11.417,11.262,..,11.018
St. Lucia,LCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.84,7.991,8.058,8.425,8.556,11.654,8.455,8.614,..,8.815
St. Martin (French part),MAF,Rural population (% of total population),SP.RUR.TOTL.ZS,0,0,0,0,0,0,0,0,0,0
St. Martin (French part),MAF,Urban population,SP.URB.TOTL,37175,36837,36012,34267,31786,29961,28870,27515,26129,24941
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,19762,19592,19078,17899,16650,15912,15336,14658,13979,13394
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,17413,17245,16934,16368,15136,14049,13534,12857,12150,11547
St. Martin (French part),MAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.47,19.175,19.421,18.955,17.602,17.544,17.326,17.069,..,13.425
St. Martin (French part),MAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,4.169,4.687,4.476,6.886,12.649,8.933,9.021,9.282,..,10.02
St. Vincent and the Grenadines,VCT,Rural population (% of total population),SP.RUR.TOTL.ZS,53.18834105,53.06070995,52.93253106,52.8037926,52.67448281,52.54458993,52.41410217,52.28300777,52.15129495,52.01895196
St. Vincent and the Grenadines,VCT,Urban population,SP.URB.TOTL,49784,49597,49386,49163,48994,48804,48560,48348,48143,47945
